SSID,Location,Landmark,Floor,BSSID,Frequency (MHz),Bandwidth (MHz),Signal Strength dBm,Estimated Distance m,Capabilities
KcN,IBM specialty lab,near network lab,ground floor,54:07:7d:40:2d:88,2412,20,-96,623.91,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:51:09:e8,5220,40,-88,114.77,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:50:91:c8,2412,20,-94,495.59,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:51:09:c8,2437,20,-70,30.95,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:51:15:88,2412,20,-86,197.3,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:51:7a:88,2462,20,-82,121.96,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:54:9c:08,2437,20,-96,617.51,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:40:f5:48,2437,20,-80,97.87,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:40:c7:08,2437,20,-78,77.74,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:40:c7:28,5220,40,-78,36.29,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:51:01:48,2462,20,-86,193.29,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:50:b5:a8,5745,40,-90,131.28,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:50:b5:88,2412,20,-69,27.87,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:51:7a:a8,5805,40,-91,145.78,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
KcN,gents restroom,near network lab,ground floor,54:07:7d:40:2d:88,2412,20,-95,556.06,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS]
